field_1,E19301166
"3107","26939"
"3108","57493"
"3109","32077"
"3110","78574"
"3111","49825"
"3112","39577"
"3113","51838"
"3114","56988"
"3115","50639"
"3116","40914"
"3117","72133"
"3118","69970"
"3119","78574"
"3120","42230"
"3121","59510"
"3122","54707"
"3123","69404"
"3124","26488"
"3125","43274"
"3126","117849"
"3127","43274"
"3128","110107"
"3129","70724"
"3130","54079"
"3131","38131"
"3132","34818"
"3133","42230"
"3134","64481"
"3135","63777"
"3136","51087"
"3137","55495"
"3138","48489"
"3139","28972"
"3140","57414"
"3141","46482"
"3142","71990"
"3143","36227"
"3144","55773"
"3145","71657"
"3146","62125"
"3147","32633"
"3148","54888"
"3149","46974"
"3150","81787"
"3151","33398"
"3152","62650"
"3153","70724"
"3154","55202"
"3155","54707"
"3156","55202"
"3157","61307"
"3158","63398"
"3159","64829"
"3160","73919"
"3161","66859"
"3162","51032"
"3163","28522"
"3164","36991"
"3165","26777"
"3166","54079"
"3167","51570"
"3168","51570"
"3169","35765"
"3170","70450"
"3171","46974"
"3172","54271"
"3173","47620"
"3174","56952"
"3175","34121"
"3176","57466"
"3177","64829"
"3178","41387"
"3179","76914"
"3180","63974"
"3181","47084"
"3182","72597"
"3183","34305"
"3184","117849"
"3185","37459"
"3186","64829"
"3187","57414"
"3188","59612"
"3189","59487"
"3190","31330"
"3191","76225"
"3192","34733"
"3193","62659"
"3194","32003"
"3195","36227"
"3196","54551"
"3197","29017"
"3198","94873"
"3199","26029"
"3200","64988"
"3201","49056"
"3202","59487"
"3203","53236"
"3204","49825"
"3205","54452"
"3206","69419"
"3207","71990"
"3208","56329"
"3209","32277"
"3210","60879"
"3211","69428"
"3212","63398"
"3213","54888"
"3214","41603"
"3215","51206"
"3216","78461"
"3217","33786"
"3218","63777"
"3219","55495"
"3220","33456"
"3221","34834"
"3222","66859"
"3223","33786"
"3224","39577"
"3225","51570"
"3226","119331"
"3227","59612"
"3228","78579"
"3229","46430"
"3230","59277"
"3231","47797"
"3232","51570"
"3233","35926"
"3234","48316"
"3235","34121"
"3236","21944"
"3237","29863"
"3238","37459"
"3239","47957"
"3240","55495"
"3241","36664"
"3242","51087"
"3243","31183"
"3244","58294"
"3245","31639"
"3246","71283"
"3247","19591"
"3248","45106"
"3249","84148"
"3250","72133"
"3251","45565"
"3252","35765"
"3253","119331"
"3254","76416"
"3255","117849"
"3256","69404"
"3257","51003"
"3258","48316"
"3259","36189"
"3260","71657"
"3261","46838"
"3262","36224"
"3263","32264"
"3264","50530"
"3265","42168"
"3266","88247"
"3267","57414"
"3268","69419"
"3269","55908"
"3270","70450"
"3271","54967"
"3272","29268"
"3273","47605"
"3274","88247"
"3275","81398"
"3276","64197"
"3277","31219"
"3278","88247"
"3279","73880"
"3280","60879"
"3281","74920"
"3282","51003"
"3283","26111"
"3284","64829"
"3285","63909"
"3286","32155"
"3287","24949"
"3288","57493"
"3289","78461"
"3290","27629"
"3291","61397"
"3292","39993"
"3293","28522"
"3294","54707"
"3295","63627"
"3296","63627"
"3297","81787"
"3298","56952"
"3299","33398"
"3300","59487"
"3301","40012"
"3302","71657"
"3303","54271"
"3304","38285"
"3305","34733"
"3306","59612"
"3307","50386"
"3308","56329"
"3309","43788"
"3310","45106"
"3311","40266"
"3312","37627"
"3313","39088"
"3314","32077"
"3315","59236"
"3316","110107"
"3317","41359"
"3318","25217"
"3319","33845"
"3320","52378"
"3321","59487"
"3322","41073"
"3323","56988"
"3324","42180"
"3325","72133"
"3326","19591"
"3327","19969"
"3328","41482"
"3329","47758"
"3330","27757"
"3331","39993"
"3332","57493"
"3333","66859"
"3334","28522"
"3335","84696"
"3336","31039"
"3337","42230"
"3338","53439"
"3339","59238"
"3340","39166"
"3341","84148"
"3342","38862"
"3343","55908"
"3344","58790"
"3345","61141"
"3346","52378"
"3347","37830"
"3348","49825"
"3349","71691"
"3350","21944"
"3351","66859"
"3352","43947"
"3353","58120"
"3354","59487"
"3355","37734"
"3356","35891"
"3357","37613"
"3358","26777"
"3359","56050"
"3360","51570"
"3361","41603"
"3362","45947"
"3363","41482"
"3364","37380"
"3365","64197"
"3366","55495"
"3367","41903"
"3368","64197"
"3369","64996"
"3370","66560"
"3371","70799"
"3372","64988"
"3373","56050"
"3374","26275"
"3375","54271"
"3376","64988"
"3377","45935"
"3378","70553"
"3379","70799"
"3380","75649"
"3381","117849"
"3382","66063"
"3383","119331"
"3384","77318"
"3385","41903"
"3386","43454"
"3387","40914"
"3388","32077"
"3389","33456"
"3390","62650"
"3391","117849"
"3392","26052"
"3393","34305"
"3394","29017"
"3395","39729"
"3396","88247"
"3397","64988"
"3398","41359"
"3399","26111"
"3400","32253"
"3401","64481"
"3402","57414"
"3403","74882"
"3404","117849"
"3405","66934"
"3406","34121"
"3407","77505"
"3408","51087"
"3409","34818"
"3410","31183"
"3411","26488"
"3412","35765"
"3413","31355"
"3414","37380"
"3415","42137"
"3416","37398"
"3417","47863"
"3418","42230"
"3419","28417"
"3420","36189"
"3421","72597"
"3422","57042"
"3423","51087"
"3424","56050"
"3425","41603"
"3426","54079"
"3427","53236"
"3428","37334"
"3429","36189"
"3430","40914"
"3431","51943"
"3432","48489"
"3433","41165"
"3434","24731"
"3435","84148"
"3436","99634"
"3437","50639"
"3438","61397"
"3439","45565"
"3440","42932"
"3441","29017"
"3442","56952"
"3443","28947"
"3444","54888"
"3445","50680"
"3446","57414"
"3447","57980"
"3448","78574"
"3449","62125"
"3450","63777"
"3451","52378"
"3452","66919"
"3453","70450"
"3454","43564"
"3455","47758"
"3456","106262"
"3457","81787"
"3458","47797"
"3459","51032"
"3460","84148"
"3461","59510"
"3462","45106"
"3463","43454"
"3464","51087"
"3465","44946"
"3466","57414"
"3467","30170"
"3468","44946"
"3469","43514"
"3470","64829"
"3471","44330"
"3472","78512"
"3473","66934"
"3474","78574"
"3475","31183"
"3476","63398"
"3477","47084"
"3478","54271"
"3479","38285"
"3480","66063"
"3481","36991"
"3482","29863"
"3483","39057"
"3484","37459"
"3485","42137"
"3486","69419"
"3487","21865"
"3488","33808"
"3489","39729"
"3490","47757"
"3491","50639"
"3492","51087"
"3493","51087"
"3494","54079"
"3495","54715"
"3496","96675"
"3497","69970"
"3498","54715"
"3499","40914"
"3500","84148"
"3501","50680"
"3502","40914"
"3503","56516"
"3504","51943"
"3505","63777"
"3506","42230"
"3507","43788"
"3508","69404"
"3509","47797"
"3510","74861"
"3511","35547"
"3512","31639"
"3513","46430"
"3514","37767"
"3515","62659"
"3516","76225"
"3517","48961"
"3518","67415"
"3519","84820"
"3520","47108"
"3521","35655"
"3522","119331"
"3523","33456"
"3524","28438"
"3525","99634"
"3526","35926"
"3527","64996"
"3528","58294"
"3529","36057"
"3530","35239"
"3531","41603"
"3532","41068"
"3533","37334"
"3534","37627"
"3535","37170"
"3536","26029"
"3537","26029"
"3538","69251"
"3539","29274"
"3540","36206"
"3541","35239"
"3542","37398"
"3543","54967"
"3544","78579"
"3545","66934"
"3546","64594"
"3547","41624"
"3548","48771"
"3549","67983"
"3550","21759"
"3551","28947"
"3552","41609"
"3553","62659"
"3554","51220"
"3555","59277"
"3556","32264"
"3557","54967"
"3558","48316"
"3559","54271"
"3560","53439"
"3561","49710"
"3562","30088"
"3563","32077"
"3564","64829"
"3565","73490"
"3566","26602"
"3567","28972"
"3568","50386"
"3569","73919"
"3570","29755"
"3571","41834"
"3572","41359"
"3573","36206"
"3574","56988"
"3575","43274"
"3576","57493"
"3577","73880"
"3578","70450"
"3579","36621"
"3580","26777"
"3581","28522"
"3582","71990"
"3583","42137"
"3584","70724"
"3585","23988"
"3586","61397"
"3587","59236"
"3588","85887"
"3589","33786"
"3590","32264"
"3591","55908"
"3592","69419"
"3593","36621"
"3594","29355"
"3595","47863"
"3596","28522"
"3597","64829"
"3598","58790"
"3599","66708"
"3600","74882"
"3601","58767"
"3602","51570"
"3603","48316"
"3604","64988"
"3605","50530"
"3606","73791"
"3607","56988"
"3608","49056"
"3609","73490"
"3610","48624"
"3611","71657"
"3612","48961"
"3613","78579"
"3614","54079"
"3615","31183"
"3616","66859"
"3617","41359"
"3618","26029"
"3619","60879"
"3620","60879"
"3621","55495"
"3622","63777"
"3623","45935"
"3624","40425"
"3625","59510"
"3626","42158"
"3627","55202"
"3628","57493"
"3629","53236"
"3630","60855"
"3631","33456"
"3632","99634"
"3633","60855"
"3634","18180"
"3635","44946"
"3636","32837"
"3637","53439"
"3638","65311"
"3639","84148"
"3640","59487"
"3641","72597"
"3642","29116"
"3643","35891"
"3644","28417"
"3645","106262"
"3646","30164"
"3647","36621"
"3648","68559"
"3649","51570"
"3650","29940"
"3651","55495"
"3652","29268"
"3653","66063"
"3654","37830"
"3655","54271"
"3656","32264"
"3657","46681"
"3658","41359"
"3659","57493"
"3660","74882"
"3661","42168"
"3662","54888"
"3663","35926"
"3664","61139"
"3665","42446"
"3666","30170"
"3667","40012"
"3668","54888"
"3669","41834"
"3670","24731"
"3671","81398"
"3672","59487"
"3673","48316"
"3674","46838"
"3675","52339"
"3676","40012"
"3677","41624"
"3678","62125"
"3679","28438"
"3680","41359"
"3681","84148"
"3682","47084"
"3683","73490"
"3684","99634"
"3685","59510"
"3686","43274"
"3687","24731"
"3688","28791"
"3689","71691"
"3690","32264"
"3691","70724"
"3692","41834"
"3693","64481"
"3694","37398"
"3695","60879"
"3696","29940"
"3697","53916"
"3698","34638"
"3699","39532"
"3700","54582"
"3701","46461"
"3702","50639"
"3703","32077"
"3704","48887"
"3705","61141"
"3706","50680"
"3707","66859"
"3708","36189"
"3709","43235"
"3710","62263"
"3711","24731"
"3712","59476"
"3713","34834"
"3714","62263"
"3715","57980"
"3716","81398"
"3717","106262"
"3718","73919"
"3719","52771"
"3720","72133"
"3721","37380"
"3722","78512"
"3723","48624"
"3724","51087"
"3725","57414"
"3726","66934"
"3727","55495"
"3728","42446"
"3729","43564"
"3730","66919"
"3731","117849"
"3732","50639"
"3733","71990"
"3734","85887"
"3735","53236"
"3736","34530"
"3737","69419"
"3738","73880"
"3739","37380"
"3740","72597"
"3741","58120"
"3742","50386"
"3743","53236"
"3744","88247"
"3745","77505"
"3746","52378"
"3747","48961"
"3748","42424"
"3749","72133"
"3750","61397"
"3751","30959"
"3752","66859"
"3753","66859"
"3754","23988"
"3755","36991"
"3756","29017"
"3757","112841"
"3758","55495"
"3759","53236"
"3760","46461"
"3761","56952"
"3762","41097"
"3763","23988"
"3764","26777"
"3765","93136"
"3766","32633"
"3767","29755"
"3768","37504"
"3769","81398"
"3770","36189"
"3771","26488"
"3772","62069"
"3773","71283"
"3774","72597"
"3775","39729"
"3776","59476"
"3777","54271"
"3778","28417"
"3779","39057"
"3780","63974"
"3781","26029"
"3782","26029"
"3783","46482"
"3784","88247"
"3785","49710"
"3786","36189"
"3787","70060"
"3788","71283"
"3789","24063"
"3790","24063"
"3791","73880"
"3792","43454"
"3793","42168"
"3794","81398"
"3795","58120"
"3796","70724"
"3797","51838"
"3798","26029"
"3799","56952"
"3800","45628"
"3801","27629"
"3802","31355"
"3803","62745"
"3804","41482"
"3805","33845"
"3806","62659"
"3807","59476"
"3808","78512"
"3809","117849"
"3810","59236"
"3811","56988"
"3812","41482"
"3813","59487"
"3814","58120"
"3815","59277"
"3816","32264"
"3817","74861"
"3818","40012"
"3819","21759"
"3820","75649"
"3821","38285"
"3822","54271"
"3823","70799"
"3824","30164"
"3825","56516"
"3826","64988"
"3827","33845"
"3828","34121"
"3829","56050"
"3830","51838"
"3831","72597"
"3832","32837"
"3833","63777"
"3834","43788"
"3835","71283"
"3836","37504"
"3837","48316"
"3838","59487"
"3839","32633"
"3840","38862"
"3841","56988"
"3842","62069"
"3843","70553"
"3844","43514"
"3845","34834"
"3846","36664"
"3847","26777"
"3848","39993"
"3849","110107"
"3850","78574"
"3851","24650"
"3852","33456"
"3853","46461"
"3854","32528"
"3855","47863"
"3856","62069"
"3857","117849"
"3858","47758"
"3859","32003"
"3860","71990"
"3861","61397"
"3862","51003"
"3863","54888"
"3864","35547"
"3865","78051"
"3866","36227"
"3867","106262"
"3868","41603"
"3869","27757"
"3870","37459"
"3871","63752"
"3872","43788"
"3873","37170"
"3874","32837"
"3875","32837"
"3876","43274"
"3877","25403"
"3878","26777"
"3879","69251"
"3880","43564"
"3881","39577"
"3882","42424"
"3883","37734"
"3884","88247"
"3885","39883"
"3886","72597"
"3887","64594"
"3888","67983"
"3889","29755"
"3890","48489"
"3891","57493"
"3892","46482"
"3893","99634"
"3894","69003"
"3895","53533"
"3896","70724"
"3897","52339"
"3898","32155"
"3899","78574"
"3900","73791"
"3901","51206"
"3902","81170"
"3903","20313"
"3904","59476"
"3905","47957"
"3906","41624"
"3907","73490"
"3908","117849"
"3909","64988"
"3910","119331"
"3911","37334"
"3912","59487"
"3913","46482"
"3914","71990"
"3915","23848"
"3916","57980"
"3917","69970"
"3918","70799"
"3919","40980"
"3920","110107"
"3921","47108"
"3922","69649"
"3923","66859"
"3924","69970"
"3925","37398"
"3926","20313"
"3927","94873"
"3928","24731"
"3929","57414"
"3930","56516"
"3931","35547"
"3932","47084"
"3933","47558"
"3934","45106"
"3935","45565"
"3936","45565"
"3937","57042"
"3938","53916"
"3939","66560"
"3940","65900"
"3941","41903"
"3942","66919"
"3943","34638"
"3944","47084"
"3945","47108"
"3946","70450"
"3947","70450"
"3948","36991"
"3949","36224"
"3950","65311"
"3951","50386"
"3952","66560"
"3953","59387"
"3954","119331"
"3955","46974"
"3956","52796"
"3957","72133"
"3958","63752"
"3959","41609"
"3960","51838"
"3961","72597"
"3962","45628"
"3963","54888"
"3964","64829"
"3965","29940"
"3966","36227"
"3967","43564"
"3968","38732"
"3969","28438"
"3970","64988"
"3971","71990"
"3972","43514"
"3973","76914"
"3974","33362"
"3975","29355"
"3976","62263"
"3977","34733"
"3978","66919"
"3979","78512"
"3980","23848"
"3981","60855"
"3982","51032"
"3983","58294"
"3984","76914"
"3985","84148"
"3986","66063"
"3987","54888"
"3988","47797"
"3989","74882"
"3990","36189"
"3991","46681"
"3992","45628"
"3993","63974"
"3994","42417"
"3995","61139"
"3996","41482"
"3997","40266"
"3998","75649"
"3999","24650"
"4000","38285"
"4001","49710"
"4002","32155"
"4003","48316"
"4004","93136"
"4005","70799"
"4006","78574"
"4007","29355"
"4008","40914"
"4009","65311"
"4010","52796"
"4011","78051"
"4012","59487"
"4013","65311"
"4014","37504"
"4015","47084"
"4016","64996"
"4017","37380"
"4018","58767"
"4019","78512"
"4020","37170"
"4021","58120"
"4022","55495"
"4023","88247"
"4024","74920"
"4025","63777"
"4026","76416"
"4027","36227"
"4028","62659"
"4029","26777"
"4030","26052"
"4031","88247"
"4032","46838"
"4033","52796"
"4034","26052"
"4035","63398"
"4036","59238"
"4037","52378"
"4038","66919"
"4039","60879"
"4040","36057"
"4041","62659"
"4042","33456"
"4043","45628"
"4044","26162"
"4045","57554"
"4046","30362"
"4047","51206"
"4048","41097"
"4049","71657"
"4050","56988"
"4051","78574"
"4052","50639"
"4053","76225"
"4054","41097"
"4055","31183"
"4056","42446"
"4057","78579"
"4058","32077"
"4059","44322"
"4060","46482"
"4061","35524"
"4062","44330"
"4063","35720"
"4064","45935"
"4065","37380"
"4066","88247"
"4067","47758"
"4068","59612"
"4069","59214"
"4070","43235"
"4071","30362"
"4072","37830"
"4073","112841"
"4074","112841"
"4075","24815"
"4076","46482"
"4077","41183"
"4078","32077"
"4079","47758"
"4080","35765"
"4081","39532"
"4082","21865"
"4083","57554"
"4084","50386"
"4085","31183"
"4086","57493"
"4087","57980"
"4088","41903"
"4089","78574"
"4090","76225"
"4091","24949"
"4092","48961"
"4093","36224"
"4094","73919"
"4095","65900"
"4096","25008"
"4097","66063"
"4098","39057"
"4099","44946"
"4100","47084"
"4101","70799"
"4102","62069"
"4103","69428"
"4104","35765"
"4105","31639"
"4106","41387"
"4107","48489"
"4108","50680"
"4109","56050"
"4110","30170"
"4111","42158"
"4112","59916"
"4113","42417"
"4114","64594"
"4115","51032"
"4116","57414"
"4117","66919"
"4118","42137"
"4119","24731"
"4120","32431"
"4121","38732"
"4122","64829"
"4123","51838"
"4124","31039"
"4125","88017"
"4126","35265"
"4127","41165"
"4128","69419"
"4129","42446"
"4130","26777"
"4131","61307"
"4132","54888"
"4133","69003"
"4134","44355"
"4135","37398"
"4136","110107"
"4137","66560"
"4138","36224"
"4139","56329"
"4140","69970"
"4141","31330"
"4142","51087"
"4143","47620"
"4144","50639"
"4145","112841"
"4146","26052"
"4147","54715"
"4148","37627"
"4149","53236"
"4150","57554"
"4151","44322"
"4152","23399"
"4153","38285"
"4154","66934"
"4155","32253"
"4156","54967"
"4157","52339"
"4158","54967"
"4159","32633"
"4160","70799"
"4161","81170"
"4162","52796"
"4163","29940"
"4164","31330"
"4165","36227"
"4166","62263"
"4167","27833"
"4168","37734"
"4169","88247"
"4170","57493"
"4171","35524"
"4172","57493"
"4173","54715"
"4174","44330"
"4175","23988"
"4176","31639"
"4177","64481"
"4178","45935"
"4179","38732"
"4180","41624"
"4181","58767"
"4182","36991"
"4183","57414"
"4184","78574"
"4185","93136"
"4186","77318"
"4187","37830"
"4188","67415"
"4189","43788"
"4190","54452"
"4191","21010"
"4192","56050"
"4193","37334"
"4194","42158"
"4195","64996"
"4196","59487"
"4197","47605"
"4198","52378"
"4199","52378"
"4200","32633"
"4201","45565"
"4202","71283"
"4203","34530"
"4204","66859"
"4205","49307"
"4206","55495"
"4207","93136"
"4208","27988"
"4209","59236"
"4210","42158"
"4211","35765"
"4212","50386"
"4213","27988"
"4214","70724"
"4215","26488"
"4216","48316"
"4217","36227"
"4218","54888"
"4219","40980"
"4220","26275"
"4221","50680"
"4222","48887"
"4223","84696"
"4224","55773"
"4225","41609"
"4226","64197"
"4227","56952"
"4228","21865"
"4229","59238"
"4230","96675"
"4231","77505"
"4232","76416"
"4233","56329"
"4234","39729"
"4235","36189"
"4236","52339"
"4237","110107"
"4238","63909"
"4239","52339"
"4240","69404"
"4241","70553"
"4242","35765"
"4243","64829"
"4244","81398"
"4245","71139"
"4246","56952"
"4247","60855"
"4248","31330"
"4249","64594"
"4250","30362"
"4251","59487"
"4252","36224"
"4253","54271"
"4254","42417"
"4255","42137"
"4256","60879"
"4257","32253"
"4258","43564"
"4259","45628"
"4260","47758"
"4261","44330"
"4262","47797"
"4263","41183"
"4264","119331"
"4265","24949"
"4266","54967"
"4267","45935"
"4268","59277"
"4269","38285"
"4270","63752"
"4271","96675"
"4272","34121"
"4273","28972"
"4274","30088"
"4275","47558"
"4276","61139"
"4277","32003"
"4278","54888"
"4279","26488"
"4280","30170"
"4281","25403"
"4282","28522"
"4283","41903"
"4284","23130"
"4285","55773"
"4286","27757"
"4287","43788"
"4288","50639"
"4289","45565"
"4290","71283"
"4291","37170"
"4292","28791"
"4293","33456"
"4294","73490"
"4295","30170"
"4296","40012"
"4297","96675"
"4298","35765"
"4299","21865"
"4300","57980"
"4301","37380"
"4302","55773"
"4303","35655"
"4304","54888"
"4305","26457"
"4306","54967"
"4307","30362"
"4308","26029"
"4309","59510"
"4310","54888"
"4311","78574"
"4312","77318"
"4313","24949"
"4314","39532"
"4315","43947"
"4316","51943"
"4317","34733"
"4318","34638"
"4319","43947"
"4320","34818"
"4321","41097"
"4322","41624"
"4323","53439"
"4324","62659"
"4325","36189"
"4326","47084"
"4327","31235"
"4328","51838"
"4329","19237"
"4330","59510"
"4331","93136"
"4332","43564"
"4333","60879"
"4334","30362"
"4335","81170"
"4336","54551"
"4337","55495"
"4338","42230"
"4339","42230"
"4340","48961"
"4341","38285"
"4342","46461"
"4343","30164"
"4344","44330"
"4345","51003"
"4346","55773"
"4347","57493"
"4348","29559"
"4349","35239"
"4350","41696"
"4351","56329"
"4352","73490"
"4353","54967"
"4354","87146"
"4355","37398"
"4356","70799"
"4357","41097"
"4358","41068"
"4359","56952"
"4360","32003"
"4361","76914"
"4362","60855"
"4363","84148"
"4364","49580"
"4365","45628"
"4366","45935"
"4367","50680"
"4368","41387"
"4369","36227"
"4370","35547"
"4371","26162"
"4372","53236"
"4373","31219"
"4374","31039"
"4375","54452"
"4376","32644"
"4377","81398"
"4378","60855"
"4379","59510"
"4380","47797"
"4381","96675"
"4382","65608"
"4383","55495"
"4384","72597"
"4385","49307"
"4386","52378"
"4387","41603"
"4388","34199"
"4389","47758"
"4390","32264"
"4391","59510"
"4392","66859"
"4393","60879"
"4394","19969"
"4395","65311"
"4396","59487"
"4397","73791"
"4398","54888"
"4399","21759"
"4400","84696"
"4401","48961"
"4402","59487"
"4403","34834"
"4404","57493"
"4405","50639"
"4406","68559"
"4407","112841"
"4408","61139"
"4409","63398"
"4410","29116"
"4411","59387"
"4412","59487"
"4413","39729"
"4414","62464"
"4415","70724"
"4416","47757"
"4417","32253"
"4418","59510"
"4419","41624"
"4420","61139"
"4421","48624"
"4422","37170"
"4423","51838"
"4424","73880"
"4425","45947"
"4426","58790"
"4427","53533"
"4428","51032"
"4429","42180"
"4430","66063"
"4431","29355"
"4432","45106"
"4433","57493"
"4434","78051"
"4435","57980"
"4436","24949"
"4437","50530"
"4438","58767"
"4439","70450"
"4440","70799"
"4441","26488"
"4442","76914"
"4443","110107"
"4444","71657"
"4445","51003"
"4446","41165"
"4447","65608"
"4448","43788"
"4449","60879"
"4450","72133"
"4451","43564"
"4452","117849"
"4453","42158"
"4454","66708"
"4455","51570"
"4456","56988"
"4457","26777"
"4458","33845"
"4459","35239"
"4460","66859"
"4461","31039"
"4462","51087"
"4463","39532"
"4464","38131"
"4465","59510"
"4466","38131"
"4467","78574"
"4468","66934"
"4469","35765"
"4470","69404"
"4471","54271"
"4472","47620"
"4473","78461"
"4474","47957"
"4475","46694"
"4476","42230"
"4477","58294"
"4478","59277"
"4479","66063"
"4480","48489"
"4481","33808"
"4482","59387"
"4483","49056"
"4484","42932"
"4485","78051"
"4486","47957"
"4487","66063"
"4488","57042"
"4489","47084"
"4490","50530"
"4491","31183"
"4492","45106"
"4493","36621"
"4494","36224"
"4495","63777"
"4496","41696"
"4497","26488"
"4498","31219"
"4499","39883"
"4500","47797"
"4501","46974"
"4502","55495"
"4503","29748"
"4504","42446"
"4505","62650"
"4506","64829"
"4507","64481"
"4508","41387"
"4509","110107"
"4510","71283"
"4511","24650"
"4512","54888"
"4513","41834"
"4514","20313"
"4515","32633"
"4516","34733"
"4517","48961"
"4518","51087"
"4519","56952"
"4520","78574"
"4521","47084"
"4522","88247"
"4523","36664"
"4524","26488"
"4525","37334"
"4526","34305"
"4527","29017"
"4528","36991"
"4529","51032"
"4530","50639"
"4531","60858"
"4532","41183"
"4533","61307"
"4534","36991"
"4535","39729"
"4536","56516"
"4537","56329"
"4538","42932"
"4539","43564"
"4540","93136"
"4541","78051"
"4542","70553"
"4543","35720"
"4544","47605"
"4545","33456"
"4546","21010"
"4547","57414"
"4548","59487"
"4549","51838"
"4550","33456"
"4551","64594"
"4552","20313"
"4553","24949"
"4554","24641"
"4555","71990"
"4556","32003"
"4557","24063"
"4558","64481"
"4559","37459"
"4560","29755"
"4561","51570"
"4562","31183"
"4563","66063"
"4564","62659"
"4565","26275"
"4566","64829"
"4567","37355"
"4568","65608"
"4569","81398"
"4570","26777"
"4571","19969"
"4572","45628"
"4573","66859"
"4574","49710"
"4575","25008"
"4576","56516"
"4577","99634"
"4578","36621"
"4579","42180"
"4580","71139"
"4581","49825"
"4582","56516"
"4583","69419"
"4584","28522"
"4585","59770"
"4586","28417"
"4587","41834"
"4588","78579"
"4589","69251"
"4590","58790"
"4591","55908"
"4592","34638"
"4593","54271"
"4594","50639"
"4595","94873"
"4596","57414"
"4597","63627"
"4598","54888"
"4599","37459"
"4600","71657"
"4601","50201"
"4602","60879"
"4603","28947"
"4604","69970"
"4605","39993"
"4606","25008"
"4607","47797"
"4608","33398"
"4609","69428"
"4610","43514"
"4611","37334"
"4612","32528"
"4613","41834"
"4614","32633"
"4615","33456"
"4616","37170"
"4617","85887"
"4618","64197"
"4619","106262"
"4620","41603"
"4621","51570"
"4622","65311"
"4623","62745"
"4624","71283"
"4625","87146"
"4626","64988"
"4627","69419"
"4628","52771"
"4629","78574"
"4630","96675"
"4631","99634"
"4632","57414"
"4633","37684"
"4634","46974"
"4635","32633"
"4636","33398"
"4637","78461"
"4638","53533"
"4639","48771"
"4640","59236"
"4641","31355"
"4642","24815"
"4643","33808"
"4644","78461"
"4645","55495"
"4646","54551"
"4647","32837"
"4648","48624"
"4649","24815"
"4650","46482"
"4651","69251"
"4652","57414"
"4653","63974"
"4654","67983"
"4655","44355"
"4656","70724"
"4657","54079"
"4658","47605"
"4659","43274"
"4660","70553"
"4661","66560"
"4662","37380"
"4663","41624"
"4664","48316"
"4665","54888"
"4666","32837"
"4667","66560"
"4668","37334"
"4669","55202"
"4670","69251"
"4671","69428"
"4672","84148"
"4673","57414"
"4674","78579"
"4675","110107"
"4676","93136"
"4677","58294"
"4678","94873"
"4679","66063"
"4680","43788"
"4681","76225"
"4682","62069"
"4683","35720"
"4684","36189"
"4685","35891"
"4686","59236"
"4687","43454"
"4688","40980"
"4689","23988"
"4690","51838"
"4691","63777"
"4692","54888"
"4693","44355"
"4694","51003"
"4695","71691"
"4696","72133"
"4697","94873"
"4698","30959"
"4699","31039"
"4700","42446"
"4701","68559"
"4702","64829"
"4703","37334"
"4704","70724"
"4705","50386"
"4706","33845"
"4707","66859"
"4708","64996"
"4709","40012"
"4710","71283"
"4711","32431"
"4712","40914"
"4713","84696"
"4714","110107"
"4715","26162"
"4716","31355"
"4717","51838"
"4718","59487"
"4719","37170"
"4720","62650"
"4721","43947"
"4722","70553"
"4723","66934"
"4724","36621"
"4725","63752"
"4726","37334"
"4727","59236"
"4728","42446"
"4729","42424"
"4730","64988"
"4731","53439"
"4732","55908"
"4733","54271"
"4734","34121"
"4735","41624"
"4736","18180"
"4737","66063"
"4738","39532"
"4739","99634"
"4740","41603"
"4741","44946"
"4742","32264"
"4743","65900"
"4744","84148"
"4745","41903"
"4746","62464"
"4747","54452"
"4748","38285"
"4749","66934"
"4750","37398"
"4751","54271"
"4752","69003"
"4753","63398"
"4754","78574"
"4755","63909"
"4756","51220"
"4757","63777"
"4758","76225"
"4759","51032"
"4760","31330"
"4761","87146"
"4762","42158"
"4763","58767"
"4764","50530"
"4765","55202"
"4766","26275"
"4767","50680"
"4768","37734"
"4769","54271"
"4770","24949"
"4771","27629"
"4772","31039"
"4773","52378"
"4774","53533"
"4775","70450"
"4776","37398"
"4777","49307"
"4778","25217"
"4779","48961"
"4780","41165"
"4781","37504"
"4782","41834"
"4783","56952"
"4784","63974"
"4785","54271"
"4786","49710"
"4787","112841"
"4788","64197"
"4789","57493"
"4790","30170"
"4791","63777"
"4792","41097"
"4793","45935"
"4794","43514"
"4795","29755"
"4796","34733"
"4797","45935"
"4798","41387"
"4799","78574"
"4800","20562"
"4801","41603"
"4802","43564"
"4803","47957"
"4804","66919"
"4805","25217"
"4806","46461"
"4807","88017"
"4808","41609"
"4809","69428"
"4810","32644"
"4811","37767"
"4812","41097"
"4813","47108"
"4814","75649"
"4815","54582"
"4816","40012"
"4817","110107"
"4818","62745"
"4819","59487"
"4820","71139"
"4821","32264"
"4822","28438"
"4823","24815"
"4824","47758"
"4825","39532"
"4826","30362"
"4827","31039"
"4828","85887"
"4829","64481"
"4830","54707"
"4831","29268"
"4832","66859"
"4833","36664"
"4834","45628"
"4835","37170"
"4836","94873"
"4837","35239"
"4838","43564"
"4839","35547"
"4840","26939"
"4841","41387"
"4842","54967"
"4843","50639"
"4844","55495"
"4845","43947"
"4846","63752"
"4847","66063"
"4848","27629"
"4849","94873"
"4850","39993"
"4851","32077"
"4852","25217"
"4853","32253"
"4854","49710"
